93	93.5	91.8	89.65	71468
92.5	93	93.5	91.8	111593
92.93	92.5	93	93.5	73594
91.94	92.93	92.5	93	22193
91.5	91.94	92.93	92.5	122166
90	91.5	91.94	92.93	84225
91.98	90	91.5	91.94	53434
92.95	91.98	90	91.5	47475
92.89	92.95	91.98	90	63714
93.1	92.89	92.95	91.98	86994
94.5	93.1	92.89	92.95	61442
97.15	94.5	93.1	92.89	195637
92.8	97.15	94.5	93.1	114241
94.75	92.8	97.15	94.5	73443
93.06	94.75	92.8	97.15	129043
91.68	93.06	94.75	92.8	176417
88.99	91.68	93.06	94.75	158489
89.45	88.99	91.68	93.06	68926
89.5	89.45	88.99	91.68	71079
89	89.5	89.45	88.99	231516
88.6	89	89.5	89.45	102423
86.6	88.6	89	89.5	201363
88.58	86.6	88.6	89	195843
88.65	88.58	86.6	88.6	104081
87.22	88.65	88.58	86.6	36878
87.5	87.22	88.65	88.58	62852
85.5	87.5	87.22	88.65	965707
86.5	85.5	87.5	87.22	177275
87.55	86.5	85.5	87.5	227244
89	87.55	86.5	85.5	188591
88	89	87.55	86.5	99185
87.74	88	89	87.55	97796
87.7	87.74	88	89	114910
88	87.7	87.74	88	82189
88.47	88	87.7	87.74	158264
87.9	88.47	88	87.7	228375
87.1	87.9	88.47	88	195661
86.65	87.1	87.9	88.47	76404
87.7	86.65	87.1	87.9	99578
87	87.7	86.65	87.1	103534
83.95	87	87.7	86.65	403455
82	83.95	87	87.7	310427
80.5	82	83.95	87	291421
78.88	80.5	82	83.95	170900
80.5	78.88	80.5	82	338342
83.8	80.5	78.88	80.5	116006
84.87	83.8	80.5	78.88	96479
82.06	84.87	83.8	80.5	716967
80.75	82.06	84.87	83.8	354979
80.75	80.75	82.06	84.87	96286
79.45	80.75	80.75	82.06	172318
79.97	79.45	80.75	80.75	124901
79.82	79.97	79.45	80.75	47558
79.5	79.82	79.97	79.45	127347
78.01	79.5	79.82	79.97	135425
78.75	78.01	79.5	79.82	42552
78.8	78.75	78.01	79.5	201635
79.4	78.8	78.75	78.01	177064
78.1	79.4	78.8	78.75	840531
77.9	78.1	79.4	78.8	178832
77.82	77.9	78.1	79.4	329106
78	77.82	77.9	78.1	51881
77.2	78	77.82	77.9	208447
77.5	77.2	78	77.82	53700
77.91	77.5	77.2	78	159899
79.8	77.91	77.5	77.2	116282
80	79.8	77.91	77.5	188475
81.71	80	79.8	77.91	101735
81.9	81.71	80	79.8	128088
81.9	81.9	81.71	80	25798
82.6	81.9	81.9	81.71	81970
81.58	82.6	81.9	81.9	187479
82.1	81.58	82.6	81.9	54183
83.49	82.1	81.58	82.6	545380
82.49	83.49	82.1	81.58	58382
82	82.49	83.49	82.1	202958
82	82	82.49	83.49	175164
82.8	82	82	82.49	1262515
84.96	82.8	82	82	109102
84.45	84.96	82.8	82	162964
84.39	84.45	84.96	82.8	85383
83.88	84.39	84.45	84.96	123917
83.03	83.88	84.39	84.45	209665
83.06	83.03	83.88	84.39	36238
83	83.06	83.03	83.88	28193
83	83	83.06	83.03	115465
82.7	83	83	83.06	138933
84	82.7	83	83	336737
83.67	84	82.7	83	70270
83.8	83.67	84	82.7	45547
82.65	83.8	83.67	84	138864
81.51	82.65	83.8	83.67	127067
81.5	81.51	82.65	83.8	191104
83	81.5	81.51	82.65	101771
81.8	83	81.5	81.51	103989
82.5	81.8	83	81.5	83853
82	82.5	81.8	83	226798
81.55	82	82.5	81.8	62601
81.92	81.55	82	82.5	30739
81.78	81.92	81.55	82	76606
81	81.78	81.92	81.55	93469
78.81	81	81.78	81.92	112794
79.5	78.81	81	81.78	21629
79.71	79.5	78.81	81	17954
80.57	79.71	79.5	78.81	18385
80	80.57	79.71	79.5	67354
80.26	80	80.57	79.71	31605
80.89	80.26	80	80.57	28810
80.98	80.89	80.26	80	24493
80.15	80.98	80.89	80.26	37387
79.45	80.15	80.98	80.89	28854
79.41	79.45	80.15	80.98	21611
80.79	79.41	79.45	80.15	37857
80.79	80.79	79.41	79.45	48120
79.9	80.79	80.79	79.41	83974
77.2	79.9	80.79	80.79	81085
77.25	77.2	79.9	80.79	67283
79.45	77.25	77.2	79.9	59453
80.5	79.45	77.25	77.2	73197
78.55	80.5	79.45	77.25	91151
78.51	78.55	80.5	79.45	109191
78.47	78.51	78.55	80.5	410082
77	78.47	78.51	78.55	447706
78.3	77	78.47	78.51	60004
78.5	78.3	77	78.47	58843
78.5	78.5	78.3	77	74955
77.94	78.5	78.5	78.3	76884
79.3	77.94	78.5	78.5	215735
79	79.3	77.94	78.5	118635
79	79	79.3	77.94	92785
78.7	79	79	79.3	39364
78	78.7	79	79	35300
77.88	78	78.7	79	6361
79.53	77.88	78	78.7	70806
78.77	79.53	77.88	78	40693
76.2	78.77	79.53	77.88	73752
76.21	76.2	78.77	79.53	121299
76.13	76.21	76.2	78.77	44671
77.18	76.13	76.21	76.2	31597
80.75	77.18	76.13	76.21	132513
84.59	80.75	77.18	76.13	454880
85.05	84.59	80.75	77.18	132205
84.55	85.05	84.59	80.75	131508
83.75	84.55	85.05	84.59	83526
84.9	83.75	84.55	85.05	108091
83.04	84.9	83.75	84.55	68480
84.8	83.04	84.9	83.75	120354
86.75	84.8	83.04	84.9	112352
86.75	86.75	84.8	83.04	103313
87.8	86.75	86.75	84.8	144679
86.5	87.8	86.75	86.75	336883
87	86.5	87.8	86.75	1784949
86.92	87	86.5	87.8	69412
86.7	86.92	87	86.5	60030
84.7	86.7	86.92	87	160738
83.51	84.7	86.7	86.92	113426
82.47	83.51	84.7	86.7	122440
82.85	82.47	83.51	84.7	81795
84.95	82.85	82.47	83.51	137904
84.3	84.95	82.85	82.47	66996
83	84.3	84.95	82.85	118856
83.06	83	84.3	84.95	37933
83.8	83.06	83	84.3	75669
82.36	83.8	83.06	83	92545
78.75	82.36	83.8	83.06	321930
78	78.75	82.36	83.8	364339
75.6	78	78.75	82.36	158311
75.9	75.6	78	78.75	180118
76.1	75.9	75.6	78	59018
73.3	76.1	75.9	75.6	70760
71.51	73.3	76.1	75.9	161323
73.3	71.51	73.3	76.1	115932
72.35	73.3	71.51	73.3	54922
76	72.35	73.3	71.51	82167
76.7	76	72.35	73.3	71831
75.8	76.7	76	72.35	148735
75.7	75.8	76.7	76	64572
76	75.7	75.8	76.7	92457
76	76	75.7	75.8	34286
76.12	76	76	75.7	62447
74	76.12	76	76	218171
74.8	74	76.12	76	148558
75.97	74.8	74	76.12	44108
75.9	75.97	74.8	74	108704
76.39	75.9	75.97	74.8	133371
78.83	76.39	75.9	75.97	85188
77	78.83	76.39	75.9	74278
75	77	78.83	76.39	85804
75.86	75	77	78.83	83533
75.84	75.86	75	77	59822
77	75.84	75.86	75	112031
79	77	75.84	75.86	78409
78.01	79	77	75.84	31792
78.3	78.01	79	77	54695
76.5	78.3	78.01	79	64271
77.06	76.5	78.3	78.01	56519
78.06	77.06	76.5	78.3	38793
79.31	78.06	77.06	76.5	92386
79.99	79.31	78.06	77.06	62762
81.93	79.99	79.31	78.06	42738
79	81.93	79.99	79.31	79702
79.65	79	81.93	79.99	154743
82	79.65	79	81.93	105773
81.7	82	79.65	79	83098
80.12	81.7	82	79.65	70770
81.9	80.12	81.7	82	92075
82	81.9	80.12	81.7	46218
79.39	82	81.9	80.12	131584
78	79.39	82	81.9	88557
77.99	78	79.39	82	84874
77.21	77.99	78	79.39	72330
76	77.21	77.99	78	65825
74.5	76	77.21	77.99	221802
75.43	74.5	76	77.21	101924
76.55	75.43	74.5	76	86510
76.6	76.55	75.43	74.5	240521
79.5	76.6	76.55	75.43	220724
78.5	79.5	76.6	76.55	174331
78.21	78.5	79.5	76.6	96394
77.98	78.21	78.5	79.5	125667
77.05	77.98	78.21	78.5	68501
75.43	77.05	77.98	78.21	73483
76.3	75.43	77.05	77.98	126594
79.5	76.3	75.43	77.05	317013
79.27	79.5	76.3	75.43	442572
81.12	79.27	79.5	76.3	126657
81.5	81.12	79.27	79.5	183889
81.31	81.5	81.12	79.27	121907
78	81.31	81.5	81.12	241529
78.04	78	81.31	81.5	140511
79	78.04	78	81.31	119935
78.3	79	78.04	78	140433
79.79	78.3	79	78.04	62843
84	79.79	78.3	79	194224
84.77	84	79.79	78.3	559043
85	84.77	84	79.79	171768
86.29	85	84.77	84	198343
84.73	86.29	85	84.77	96666
84	84.73	86.29	85	92603
85.9	84	84.73	86.29	82782
84.5	85.9	84	84.73	112238
84.39	84.5	85.9	84	46545
83.05	84.39	84.5	85.9	69200
82.12	83.05	84.39	84.5	93278
82.8	82.12	83.05	84.39	72074
83.9	82.8	82.12	83.05	165963
84.65	83.9	82.8	82.12	130524
83.56	84.65	83.9	82.8	69065
82.5	83.56	84.65	83.9	73465
83.39	82.5	83.56	84.65	54147
84.07	83.39	82.5	83.56	27269
84.89	84.07	83.39	82.5	21863
84.9	84.89	84.07	83.39	22525
85.34	84.9	84.89	84.07	38880
84.79	85.34	84.9	84.89	11480
84.4	84.79	85.34	84.9	24253
82.49	84.4	84.79	85.34	98117
83.1	82.49	84.4	84.79	47951
82.9	83.1	82.49	84.4	30995
82.79	82.9	83.1	82.49	95375
81.9	82.79	82.9	83.1	68426
82.44	81.9	82.79	82.9	74584
81.11	82.44	81.9	82.79	76015
81.55	81.11	82.44	81.9	85201
80.62	81.55	81.11	82.44	41177
79.65	80.62	81.55	81.11	36905
77.56	79.65	80.62	81.55	104171
78.62	77.56	79.65	80.62	109730
81.26	78.62	77.56	79.65	104630
79.55	81.26	78.62	77.56	381133
79.5	79.55	81.26	78.62	32756
81.5	79.5	79.55	81.26	82841
80	81.5	79.5	79.55	69940
82.4	80	81.5	79.5	122245
83.19	82.4	80	81.5	379149
83.5	83.19	82.4	80	43960
82.46	83.5	83.19	82.4	47930
83.74	82.46	83.5	83.19	52292
83	83.74	82.46	83.5	277490
84	83	83.74	82.46	62691
84.95	84	83	83.74	276391
83.3	84.95	84	83	107623
85.4	83.3	84.95	84	162673
84.98	85.4	83.3	84.95	68871
85	84.98	85.4	83.3	385982
85.4	85	84.98	85.4	35897
85	85.4	85	84.98	520325
84.99	85	85.4	85	416722
84.6	84.99	85	85.4	20355
82.75	84.6	84.99	85	77153
83.05	82.75	84.6	84.99	167997
85.39	83.05	82.75	84.6	95027
85.15	85.39	83.05	82.75	97558
86.75	85.15	85.39	83.05	106683
88.81	86.75	85.15	85.39	99781
87.35	88.81	86.75	85.15	154873
88	87.35	88.81	86.75	60151
89	88	87.35	88.81	100226
88.7	89	88	87.35	78452
89.15	88.7	89	88	62079
88.74	89.15	88.7	89	53008
88	88.74	89.15	88.7	89854
90.04	88	88.74	89.15	57225
88.96	90.04	88	88.74	49551
90	88.96	90.04	88	47817
90.9	90	88.96	90.04	81089
91.11	90.9	90	88.96	64580
91.5	91.11	90.9	90	27711
92.3	91.5	91.11	90.9	61195
95.05	92.3	91.5	91.11	230260
94.99	95.05	92.3	91.5	69794
98.59	94.99	95.05	92.3	96694
98.02	98.59	94.99	95.05	158600
94	98.02	98.59	94.99	86725
94.88	94	98.02	98.59	340708
93.85	94.88	94	98.02	68926
92.55	93.85	94.88	94	35945
92.75	92.55	93.85	94.88	45979
94	92.75	92.55	93.85	85711
92.58	94	92.75	92.55	148264
91.5	92.58	94	92.75	41505
92.96	91.5	92.58	94	510534
91.94	92.96	91.5	92.58	169013
94	91.94	92.96	91.5	1090561
91.63	94	91.94	92.96	204105
92	91.63	94	91.94	114620
92.25	92	91.63	94	226950
90.79	92.25	92	91.63	368656
90.02	90.79	92.25	92	77786
89.3	90.02	90.79	92.25	69963
88.17	89.3	90.02	90.79	62419
89	88.17	89.3	90.02	76685
87.2	89	88.17	89.3	112489
86.73	87.2	89	88.17	134285
88.18	86.73	87.2	89	120269
91.42	88.18	86.73	87.2	227640
90	91.42	88.18	86.73	170790
89.5	90	91.42	88.18	65881
91.5	89.5	90	91.42	75967
89.8	91.5	89.5	90	166077
89.15	89.8	91.5	89.5	134563
89	89.15	89.8	91.5	102426
89.33	89	89.15	89.8	238299
89.5	89.33	89	89.15	159418
88.07	89.5	89.33	89	67636
87.74	88.07	89.5	89.33	155907
88.01	87.74	88.07	89.5	122629
85.05	88.01	87.74	88.07	181019
84.82	85.05	88.01	87.74	199165
84	84.82	85.05	88.01	68087
87.5	84	84.82	85.05	226214
86.65	87.5	84	84.82	157765
87	86.65	87.5	84	51447
84.28	87	86.65	87.5	275970
86	84.28	87	86.65	139002
86	86	84.28	87	121358
85.84	86	86	84.28	47667
84.85	85.84	86	86	32732
84.4	84.85	85.84	86	221001
84.52	84.4	84.85	85.84	64368
84.2	84.52	84.4	84.85	166255
83.4	84.2	84.52	84.4	251856
83.05	83.4	84.2	84.52	169718
84.88	83.05	83.4	84.2	181802
84	84.88	83.05	83.4	104791
86.45	84	84.88	83.05	209638
84.77	86.45	84	84.88	33405
85.16	84.77	86.45	84	78525
85.56	85.16	84.77	86.45	53502
85.15	85.56	85.16	84.77	103719
86.05	85.15	85.56	85.16	132972
85.5	86.05	85.15	85.56	62466
85.54	85.5	86.05	85.15	43070
87.04	85.54	85.5	86.05	124910
87	87.04	85.54	85.5	101360
89.25	87	87.04	85.54	83886
87.24	89.25	87	87.04	39939
86.8	87.24	89.25	87	67541
88.76	86.8	87.24	89.25	81775
85.6	88.76	86.8	87.24	78432
85.4	85.6	88.76	86.8	101526
82.14	85.4	85.6	88.76	261133
83.6	82.14	85.4	85.6	130147
84.5	83.6	82.14	85.4	85488
84.32	84.5	83.6	82.14	138794
86.05	84.32	84.5	83.6	82115
87.82	86.05	84.32	84.5	220551
85.9	87.82	86.05	84.32	130842
87	85.9	87.82	86.05	75835
87	87	85.9	87.82	115722
87.5	87	87	85.9	95490
88.5	87.5	87	87	62335
87.01	88.5	87.5	87	147873
85	87.01	88.5	87.5	67628
86.47	85	87.01	88.5	106067
87.5	86.47	85	87.01	50418
87.69	87.5	86.47	85	56873
87	87.69	87.5	86.47	69072
88.1	87	87.69	87.5	37129
85.4	88.1	87	87.69	80024
84.27	85.4	88.1	87	218531
85.92	84.27	85.4	88.1	71725
82.94	85.92	84.27	85.4	135605
81.79	82.94	85.92	84.27	88435
80.7	81.79	82.94	85.92	102063
80.9	80.7	81.79	82.94	191697
80.1	80.9	80.7	81.79	125168
79.5	80.1	80.9	80.7	168922
79.2	79.5	80.1	80.9	326316
76.72	79.2	79.5	80.1	215635
76.7	76.72	79.2	79.5	314920
78.25	76.7	76.72	79.2	217990
80.4	78.25	76.7	76.72	296815
82.8	80.4	78.25	76.7	175357
83	82.8	80.4	78.25	122791
83.37	83	82.8	80.4	215950
83.5	83.37	83	82.8	90970
83.45	83.5	83.37	83	76599
83.7	83.45	83.5	83.37	161629
83.5	83.7	83.45	83.5	83586
82.94	83.5	83.7	83.45	57524
82.8	82.94	83.5	83.7	42609
82.25	82.8	82.94	83.5	95753
82.35	82.25	82.8	82.94	119783
82.75	82.35	82.25	82.8	69981
82.35	82.75	82.35	82.25	106608
83.3	82.35	82.75	82.35	96725
82.75	83.3	82.35	82.75	86048
82.8	82.75	83.3	82.35	40687
80.87	82.8	82.75	83.3	111244
81.24	80.87	82.8	82.75	97094
81.5	81.24	80.87	82.8	93737
80.7	81.5	81.24	80.87	203921
79.72	80.7	81.5	81.24	91780
79.5	79.72	80.7	81.5	44736
75.65	79.5	79.72	80.7	223881
74.66	75.65	79.5	79.72	227923
75.5	74.66	75.65	79.5	127036
76.05	75.5	74.66	75.65	74206
75.85	76.05	75.5	74.66	56282
73.33	75.85	76.05	75.5	115938
74.2	73.33	75.85	76.05	72956
73.4	74.2	73.33	75.85	138212
74.4	73.4	74.2	73.33	57186
73.92	74.4	73.4	74.2	99682
73.16	73.92	74.4	73.4	58278
71.71	73.16	73.92	74.4	64454
71.6	71.71	73.16	73.92	51391
72.54	71.6	71.71	73.16	35939
71.12	72.54	71.6	71.71	37914
73.12	71.12	72.54	71.6	173489
70	73.12	71.12	72.54	70548
64.01	70	73.12	71.12	147867
65.8	64.01	70	73.12	215935
65.25	65.8	64.01	70	1078634
66	65.25	65.8	64.01	973772
63.02	66	65.25	65.8	340575
60.35	63.02	66	65.25	265541
63.4	60.35	63.02	66	571171
61.94	63.4	60.35	63.02	495042
62.18	61.94	63.4	60.35	131279
62	62.18	61.94	63.4	205250
61.65	62	62.18	61.94	201821
63.54	61.65	62	62.18	532065
64.98	63.54	61.65	62	371758
65.18	64.98	63.54	61.65	340759
66	65.18	64.98	63.54	162236
65.61	66	65.18	64.98	149927
66	65.61	66	65.18	106615
66.3	66	65.61	66	121394
66.5	66.3	66	65.61	150463
64.49	66.5	66.3	66	99624
64.27	64.49	66.5	66.3	164367
62.5	64.27	64.49	66.5	254091
59.51	62.5	64.27	64.49	203764
57.23	59.51	62.5	64.27	233214
59.16	57.23	59.51	62.5	135038
59.82	59.16	57.23	59.51	148290
58.5	59.82	59.16	57.23	218936
56.76	58.5	59.82	59.16	133480
54	56.76	58.5	59.82	206202
55	54	56.76	58.5	158924
56.9	55	54	56.76	184122
55.3	56.9	55	54	208618
55.5	55.3	56.9	55	547159
56.35	55.5	55.3	56.9	329769
55.42	56.35	55.5	55.3	329598
57.98	55.42	56.35	55.5	203228
59.5	57.98	55.42	56.35	173391
60.2	59.5	57.98	55.42	189665
60.2	60.2	59.5	57.98	127516
59.2	60.2	60.2	59.5	191698
60.22	59.2	60.2	60.2	185629
62.35	60.22	59.2	60.2	230609
60.5	62.35	60.22	59.2	147192
60.18	60.5	62.35	60.22	70555
61.35	60.18	60.5	62.35	120535
61.5	61.35	60.18	60.5	128446
60.7	61.5	61.35	60.18	180631
59.2	60.7	61.5	61.35	108155
59.71	59.2	60.7	61.5	74555
59.45	59.71	59.2	60.7	76270
62.7	59.45	59.71	59.2	257588
63.5	62.7	59.45	59.71	211354
62.37	63.5	62.7	59.45	155447
62.45	62.37	63.5	62.7	225249
62.26	62.45	62.37	63.5	90837
61.26	62.26	62.45	62.37	105351
61.42	61.26	62.26	62.45	173137
60.4	61.42	61.26	62.26	239655
59.87	60.4	61.42	61.26	307208
59.93	59.87	60.4	61.42	138681
60.98	59.93	59.87	60.4	251471
61.22	60.98	59.93	59.87	312371
61.87	61.22	60.98	59.93	190567
63.14	61.87	61.22	60.98	147081
64.72	63.14	61.87	61.22	208687
64.79	64.72	63.14	61.87	110411
